GEOID,coniferPct,ripariaPct,hardwooPct,coniHarPct,devPct,sumCarPeKm,pct_nonWhi,categ
131350505742,0,0,7.329,0.333,92.277,28.464,64.711,Majority white
131350505691,0.706,0.05,1.564,1.185,92.527,15.851,73.406,Majority Minority
131350505851,0.088,0,1.667,6.494,90.746,23.579,55.756,Majority white
131350505693,0,0,0.163,1.63,96.632,21.365,67.431,Majority white
131350505713,1.885,1.843,22.865,5.863,62.021,36.02,59.947,Majority white
131350506233,7.286,4.006,18.908,8.794,42.464,25.923,16.016,Majority white
131350502291,3.29,0.717,1.687,1.813,92.192,20.108,73.747,Majority Minority
131350505424,0,0,0,0.925,96.711,25.108,72.54,Majority Minority
131350504541,0.156,0,0.625,0.782,98.165,48.978,69.475,Majority white
131350505761,0.136,0.546,0.409,2.865,86.229,25.893,51.541,Majority white
131350505561,0.149,0,4.308,0.371,92.986,26.811,66.183,Majority white
131350505853,0.667,0.445,2.557,10.115,85.7,28.74,55.714,Majority white
131350506262,0.229,0.751,11.952,2.09,64.985,16.038,10.389,Majority white
131350503241,1.026,0,1.555,1.367,95.278,16.364,61.769,Majority white
131350502301,0,0,0.151,0.151,99.616,30.379,74.235,Majority Minority
131350504382,0,0,2.465,1.233,96.146,30.049,72.199,Majority Minority
131350503322,0,0,2.267,1.237,95.644,29.831,66.308,Majority white
131350504622,0,0,6.54,5.682,87.909,41.429,57.844,Majority white
131350504422,0,0,1.414,1.344,97.017,21.756,62.813,Majority white
131350502393,0,0,7.196,0.762,84.993,27.945,53.95,Majority white
131350502402,0,0,7.254,2.858,89.85,34.682,50.535,Majority white
131350502391,0.397,0,12.615,0.555,80.769,33.041,54.011,Majority white
131350503332,0,0,1.622,0.541,97.321,23.429,75.556,Majority Minority
131350502292,0,0,0,0.505,96.383,40.034,75.89,Majority Minority
131350503342,0,0,1.421,4.797,93.981,30.873,48.485,Majority white
131350505502,0,0,2.049,2.049,95.858,38.311,52.167,Majority white
131350504491,0,0,4.66,4.017,91.188,36.547,70.335,Majority Minority
131350504441,0,0,4.927,4.994,89.361,39.043,64.593,Majority white
131350504651,0.091,0,6.109,4.65,88.574,51.016,39.423,Majority white
131350503301,0.051,0,1.539,1.077,97.259,16.979,67.413,Majority white
131350505512,0,0,6.997,1.306,91.796,37.315,64.06,Majority white
131350505393,0,0,0.355,0.355,99.488,25.039,69.323,Majority white
131350507603,0,0,3.698,3.383,93.241,52.701,27.979,Majority white
131350504661,0,0,9.828,4.087,86.065,39.511,28.812,Majority white
131350504162,0,0,9.3,3.187,87.147,46.059,77.347,Majority Minority
131350504612,0.593,0,3.798,1.424,93.811,40.817,32.332,Majority white
131350505553,0,0,11.826,0.788,86.371,28.664,67.515,Majority white
131350505771,0.328,0,4.854,0.853,87.366,32.686,75.829,Majority Minority
131350504623,0,0,1.939,4.459,93.049,45.846,50.235,Majority white
131350507154,0,0,7.065,1.459,91.534,33.489,47.022,Majority white
131350507602,0,0.081,5.162,3.791,90.342,40.555,23.142,Majority white
131350504412,0,0,1.374,1.031,95.954,17.658,78.001,Majority Minority
131350505902,2.597,1.855,7.358,7.42,80.627,32.784,77.013,Majority Minority
131350507572,0,0,3.309,1.557,94.995,34.296,23.717,Majority white
131350507532,0,0,8.148,5.396,86.177,26.885,63.282,Majority white
131350505864,0,0,2.162,0.636,97.035,24.347,69.349,Majority white
131350504431,0,0.042,5.914,2.643,91.359,41.243,67.316,Majority white
131350504561,0,0,11.019,0,88.767,37.295,71.423,Majority Minority
131350503344,0,0,5.337,3.035,91.573,26.815,63.913,Majority white
131350504522,0,0.048,0.478,0.955,98.643,14.941,66.476,Majority white
131350504371,0,0,0,2.184,97.291,37.552,73.302,Majority Minority
131350505572,0,0,1.656,2.293,96.103,27.017,52.758,Majority white
131350504384,0,0,0.44,1.761,98.385,35.803,68.173,Majority white
131350504482,0,0,0,0,100.352,27.691,67.432,Majority white
131350503233,0,0,8.425,0,91.239,32.854,32.691,Majority white
131350505592,0,0,0.851,0.982,95.887,30.486,66.555,Majority white
131350505872,0.279,0,10.235,3.829,83.064,25.738,61.088,Majority white
131350505881,0,0,9.942,3.389,85.647,29.84,66.573,Majority white
131350503224,0,0,4.155,0.948,94.835,32.478,18.733,Majority white
131350503281,0,0,3.261,0,95.935,22.768,68.182,Majority white
131350505562,0,0,1.542,1.349,96.954,29.041,61.21,Majority white
131350505373,5.075,9.536,3.922,1.077,78.669,27.052,64.8,Majority white
131350505622,0.059,0,5.263,2.188,92.374,23.977,64.148,Majority white
131350503242,0,0,9.593,1.785,89.012,40.738,37.03,Majority white
131350505612,0,0,0,0,100.932,19.87,64.359,Majority white
131350503232,0.537,0,20.328,2.416,65.818,46.465,18.659,Majority white
131350502282,0,0,3.837,0,96.267,45.886,53.264,Majority white
131350502211,0.075,0,0,0,99.68,12.424,67.32,Majority white
131350502221,0,0.292,2.625,5.469,82.905,50.255,52.691,Majority white
131350502183,0,0,3.193,1.216,93.813,27.723,53.006,Majority white
131350502224,0.069,0,5.636,4.88,85.57,40.513,42.698,Majority white
131350502382,0.078,0.026,1.014,0.442,87.445,17.927,54.528,Majority white
131350502152,2.364,2.896,3.578,3.301,86.862,24.629,77.423,Majority Minority
131350502371,0,0,6.216,1.916,86.599,29.112,57.953,Majority white
131350502372,0.358,0,7.741,4.803,83.981,31.88,32.886,Majority white
131350502361,0.203,0,3.652,2.434,93.119,23.759,77.403,Majority Minority
131350502381,0.326,0,4.071,0.38,94.872,24.683,71.231,Majority Minority
131350502312,0.388,0,3.74,1.798,92.143,23.444,68.65,Majority white
131350505631,1.788,0.681,14.473,3.15,76.322,30.889,63.303,Majority white
131350505611,0.203,2.228,1.62,0.203,95.952,17.385,76.675,Majority Minority
131350505602,0.234,0,4.425,0.352,91.879,25.644,64.671,Majority white
131350506241,1.316,1.316,21.612,7.874,66.729,34.668,71.087,Majority Minority
131350505531,0,0,4.539,2.292,92.302,34.377,45.944,Majority white
131350505601,0,0,13.675,1.184,81.514,29.636,65.015,Majority white
131350502311,0,0,8.083,1.656,89.646,39.534,35.57,Majority white
131350505833,1.016,0.032,4.645,2.016,90.269,18.649,62.613,Majority white
131350505832,0.654,1.077,5.001,2.808,89.938,16.922,42.644,Majority white
131350506272,5.406,0.021,9.689,4.969,77.161,26.654,55.738,Majority white
131350506221,5.928,0.467,24.675,7.665,54.649,37.755,47.896,Majority white
131350506222,8.223,0,15.626,10.33,63.267,26.831,19.509,Majority white
131350502053,4.523,0,9.718,7.031,75.146,38.712,24.615,Majority white
131350505781,0.349,0,22.961,3.545,72.213,43.762,52.794,Majority white
131350506282,5.163,2.822,9.092,3.783,75.457,29.604,47.424,Majority white
131350503213,0.118,0,6.652,2.943,90.356,46.914,17.382,Majority white
131350505522,0,0.607,7.886,0.91,80.676,31.627,53.519,Majority white
131350505751,0,0,4.103,0.41,95.598,25.37,49.753,Majority white
131350505752,0,0,3.434,1.585,94.969,37.336,42.376,Majority white
131350505731,0,0.081,7.325,4.883,85.617,35.999,32.757,Majority white
131350505633,0,0.193,12.921,1.093,84.277,44.835,37.143,Majority white
131350505632,1.329,0,10.23,2.79,83.434,28.933,48.499,Majority white
131350505831,4.673,0.122,8.613,2.596,77.121,27.271,43.243,Majority white
131350506283,0.059,0,18.719,2.848,76.745,39.739,24.228,Majority white
131350502331,0.621,0,16.072,1.864,81.178,39.086,64.886,Majority white
131350507152,0,0,8.76,3.152,87.728,36.778,39.806,Majority white
131350502241,2.265,9.48,8.839,3.728,74.88,32.766,64.825,Majority white
131350504401,0,0,0.59,0,96.033,26.987,66.95,Majority white
131350503311,0,0,0.111,1.891,95.463,12.103,71.368,Majority Minority
131350507652,1.598,0,18.262,6.027,67.982,45.215,49.317,Majority white
131350503262,0,0,5.525,3.084,91.615,29.261,57.396,Majority white
131350507622,0,0,5.554,3.535,90.807,30.896,28.494,Majority white
131350507153,0,0,1.742,1.834,96.196,30.833,49.915,Majority white
131350502212,0,0,1.58,0.176,97.965,25.73,58.998,Majority white
131350502352,0,0,2.565,1.539,96.618,34.239,47.476,Majority white
131350502411,0.053,0,8.818,1.116,86.425,34.002,39.019,Majority white
131350507581,4.044,0,2.328,4.003,84.999,23.368,35.989,Majority white
131350502222,0,0,1.79,0,97.858,30.785,75.955,Majority Minority
131350507512,0.529,0.033,6.083,3.702,77.918,20.283,69.791,Majority white
131350505852,0.078,0.157,8.928,4.151,86.303,32.048,67.214,Majority white
131350507353,2.549,0,8.442,1.673,87.211,16.168,47.809,Majority white
131350503253,0,0,4.138,0.905,95.038,36.751,54.073,Majority white
131350504562,0,0,0.477,0,99.181,9.828,77.758,Majority Minority
131350502442,0.052,0,7.643,0.572,87.094,47.623,43.743,Majority white
131350504602,0,0,6.212,0,94.266,32.622,79.109,Majority Minority
131350506291,0,0,2.321,0.691,96.1,28.708,28.596,Majority white
131350505593,0,0,3.389,1.87,94.671,22.635,69.189,Majority white
131350506132,0,0,12.564,1.626,81.592,25.489,40.248,Majority white
131350506183,0,0,7.906,0.408,90.962,25.901,22.895,Majority white
131350506131,0,0,12.91,2.201,84.004,38.386,37.997,Majority white
131350507492,0,0,7.277,2.079,90.437,28.139,79.475,Majority Minority
131350504463,0,0,0.245,0.736,99.104,11.257,76.334,Majority Minority
131350503154,0,0,1.993,0.854,98.249,58.759,68.486,Majority white
131350504493,0,0,0.928,3.402,96.198,16.634,69.424,Majority white
131350507433,0,0,14.987,7.072,75.815,36.468,30.795,Majority white
131350502251,0,0,3.003,0,96.577,21.232,45.383,Majority white
131350504512,0,0,2.49,0.996,97.101,38.647,72.956,Majority Minority
131350504521,0,0,2.834,0,98.629,51.204,74.211,Majority Minority
131350507431,11.682,0.43,11.682,5.968,59.602,39.255,57.678,Majority white
131350505264,0,0,0.229,0,100.013,48.018,70.597,Majority Minority
131350504461,0.285,0,3.845,1.139,88.867,34.369,55.409,Majority white
131350507452,0.2,0,3.908,2.071,81.861,18.11,52.216,Majority white
131350507611,0,0,6.343,0.976,85.265,47.756,48.848,Majority white
131350507451,0.155,0,2.358,2.11,90.224,17.564,48.9,Majority white
131350505671,0.351,0,5.434,1.11,90.445,30.7,62.151,Majority white
131350503282,0.411,1.781,1.164,0.685,95.608,19.8,68.187,Majority white
131350505542,0,0,0.494,1.236,97.501,24.825,70.059,Majority Minority
131350505511,2.009,9.166,6.874,2.574,78.536,40.893,65.174,Majority white
131350506261,21.727,1.058,18.764,8.901,34.308,26.355,34.094,Majority white
131350506141,0,0,3.665,0.322,94.978,20.42,32.058,Majority white
131350505802,0.861,0,5.743,2.297,80.252,23.215,68.01,Majority white
131350507401,0.337,0,10.756,3.201,83.574,31.368,42.927,Majority white
131350505652,0.349,0,1.801,0.116,97.453,29.25,54.806,Majority white
131350505791,0.156,0,9.738,2.083,86.388,28.501,41.785,Majority white
131350505844,0,0,11.228,0.74,88.073,31.053,42.922,Majority white
131350506281,0.33,0,15.917,1.487,81.182,28.78,33.554,Majority white
131350506111,0.081,0,23.687,4.19,65.878,38.488,32.275,Majority white
131350506342,0.288,0,7.083,3.164,77.121,15.776,44.027,Majority white
131350502431,0.748,0.098,5.3,0.748,83.277,23.741,22.326,Majority white
131350502392,0.916,2.565,4.702,1.404,85.062,24.127,62.063,Majority white
131350501132,3.131,2.873,21.674,4.736,65.139,37.671,52.369,Majority white
131350506113,0,0,25.508,2.235,72.005,43.982,34.65,Majority white
131350506212,0,0,2.801,0,91.283,29.591,18.764,Majority white
131350502422,1.773,1.329,11.744,2.585,77.404,33.799,38.637,Majority white
131350501133,2.264,0.531,8.488,3.466,80.569,32.771,56.17,Majority white
131350502342,0,0,5.125,3.323,91.733,28.981,25.045,Majority white
131350506343,0.432,0,14.25,2.748,69.131,26.18,58.267,Majority white
131350506274,1.414,0,12.537,4.167,80.841,28.353,33.363,Majority white
131350502193,0,0,4.691,2.222,93.322,19.751,44.604,Majority white
131350506174,1.897,4.471,36.615,3.795,52.113,41.578,37.87,Majority white
131350501151,0.901,6.096,20.367,4.815,65.951,44.279,25.95,Majority white
131350506175,2.864,0.405,25.586,2.364,68.113,36.754,13.416,Majority white
131350501191,1.593,0.495,10.546,1.769,83.662,33.648,44.287,Majority white
131350501142,1.956,0,11.275,2.662,83.976,31.161,27.151,Majority white
131350507383,0.376,0.836,17.143,5.519,75.302,45.156,74.153,Majority Minority
131350506313,0.301,0,6.866,3.383,81.388,26.121,36.145,Majority white
131350506151,4.573,0.119,25.411,4.025,60.514,37.943,30.018,Majority white
131350501164,0.713,0,26.194,2.395,69.92,44.558,11.528,Majority white
131350506311,0.134,0,10.188,3.217,75.876,25.406,22.083,Majority white
131350501201,1.48,6.097,47.471,6.885,33.25,60.099,27.134,Majority white
131350504353,0.23,0.077,4.673,2.298,91.398,26.21,56.944,Majority white
131350501131,1.036,0.777,20.628,6.315,69.008,36.463,47.351,Majority white
131350507332,1.604,0.653,23.111,8.809,62.942,40.768,63.717,Majority white
131350507482,0.121,0,4.191,1.007,80.587,10.933,40.796,Majority white
131350504481,0,0,0,0,99.931,32.178,72.592,Majority Minority
131350503351,0,0,0.834,1.191,96.764,22.535,45.374,Majority white
131350507342,0.762,0.483,31.014,3.505,61.088,42.588,69.093,Majority white
131350505304,0,0,1.908,0.147,98.113,31.726,59.25,Majority white
131350505662,0.035,0.21,10.132,3.075,85.497,38.01,43.781,Majority white
131350505721,0,0,9.771,1.629,88.32,41.021,35.154,Majority white
131350507352,0.658,2.369,4.771,3.257,87.745,18.128,44.244,Majority white
131350507421,0,0,12.702,2.914,83.153,34.054,28.55,Majority white
131350505871,0.101,0,15.82,4.383,79.707,35.884,76.904,Majority Minority
131350505422,2.398,0.822,0.754,1.233,93.25,21.042,71.482,Majority Minority
131350505711,0.142,0,8.616,3.976,73.233,13.933,60.01,Majority white
131350506352,0.216,0.244,9.769,2.49,77.339,17.695,35.381,Majority white
131350502433,0.037,0,5.695,0.481,92.744,37.937,35.49,Majority white
131350503062,1.626,0,2.263,1.886,88.2,11.843,67.422,Majority white
131350504532,7.253,1.09,2.557,4.402,75.99,15.023,79.695,Majority Minority
131350505521,0.075,0,2.402,0,97.596,25.05,50.071,Majority white
131350505743,0,0,4.612,1.618,94.027,30.066,61.631,Majority white
131350505642,0.047,0,4.179,0.563,93.012,24.697,77.065,Majority Minority
131350502353,0.337,0,2.778,2.104,89.814,31.556,54.247,Majority white
131350505292,0,0,8.175,1.672,90.199,33.328,43.879,Majority white
131350505651,0.307,0.034,3.413,1.058,93.689,32.398,48.66,Majority white
131350505722,0,0,10.83,2.12,87.008,34.041,34.94,Majority white
131350505842,0,0,9.923,0.948,83.174,26.405,31.265,Majority white
131350506263,14.987,3.965,20.485,4.637,32.837,25.3,39.92,Majority white
131350506142,0,0,5.685,1.05,92.804,31.061,31.114,Majority white
131350501214,0.957,0,21.359,2.154,75.446,33.698,39.531,Majority white
131350501212,0,0,7.507,2.44,89.457,31.265,28.975,Majority white
131350504451,0.505,0,0,0,99.396,48.885,71.804,Majority Minority
131350502233,0.406,9.327,3.109,1.307,85.206,31.115,47.413,Majority white
131350505692,0,0,3.25,1.174,91.364,19.24,67.947,Majority white
131350506242,1.021,0,7.09,1.702,89.167,22.405,57.967,Majority white
131350501141,0.13,1.431,3.512,3.252,90.544,18.032,48.361,Majority white
131350502441,0.41,0,9.634,2.733,81.851,36.735,36.994,Majority white
131350502413,0.263,0.216,10.538,2.491,85.953,32.842,51.381,Majority white
131350502401,0,0.577,10.126,1.049,86.255,35.427,52.451,Majority white
131350502261,2.198,0,16.019,6.022,72.207,37.178,50.577,Majority white
131350502253,0.093,0,5.603,3.175,90.768,24.767,43.377,Majority white
131350502262,0.399,0,12.513,0.266,86.657,27.628,54.168,Majority white
131350502252,0.105,0,10.285,0.315,89.417,31.333,50.787,Majority white
131350506122,0.553,0,13.163,2.038,79.646,34.324,40.616,Majority white
131350506202,0.134,0,7.752,1.479,88.368,26.708,31.697,Majority white
131350506201,0,0,5.04,0,89.048,25.66,17.686,Majority white
131350507501,0.03,0.06,18.811,3.84,71.138,36.664,70.588,Majority Minority
131350505891,0.42,0.042,7.262,3.022,89.248,25.537,65.971,Majority white
131350507321,7.472,1.365,28.091,6.053,55.642,44.764,76.959,Majority Minority
131350507381,0.109,0,12.194,3.727,77.653,28.22,87.671,Majority Minority
131350505702,0.893,0.406,2.759,3.489,92.091,25.378,56.087,Majority white
131350505701,0.135,0,2.762,1.684,95.334,23.985,69.862,Majority white
131350506232,3.44,0,16.399,2.8,76.663,25.788,59.665,Majority white
131350505772,0.498,0,0.996,0.872,92.381,21.096,70.384,Majority Minority
131350505543,0.239,0,4.056,2.625,92.223,30.317,64.95,Majority white
131350502271,0.037,0.409,10.865,1.712,82.007,46.192,28.028,Majority white
131350505862,0.655,0,6.19,2.857,89.277,21.407,66.08,Majority white
131350503341,0,0,0.536,2.591,95.969,36.199,56.513,Majority white
131350505423,0,0,0.084,0.084,99.667,12.594,79.489,Majority Minority
131350505581,11.182,1.177,8.379,6.67,71.043,37.118,57.782,Majority white
131350505613,0,0,1.905,0.884,96.818,21.553,71.921,Majority Minority
131350502283,0,0,0,0,100.102,41.95,73.29,Majority Minority
131350506193,3.637,0.823,36.372,5.407,41.619,45.083,39.429,Majority white
131350502281,0.259,0.712,0.129,0.906,97.637,19.152,69.44,Majority white
131350506271,9.393,8.759,23.147,6.337,51.997,42.699,52.584,Majority white
131350502341,1.894,3.205,2.535,5.098,62.345,18.662,54.424,Majority white
131350502321,0.087,8.233,11.007,2.557,77.871,44.297,40.871,Majority white
131350505793,3.56,0.356,10.121,6.459,77.971,28.952,38.047,Majority white
131350505841,0.801,0,17.441,4.427,71.903,32.3,30.218,Majority white
131350502231,1.659,0,10.391,1.877,85.918,28.494,34.337,Majority white
131350506351,0.599,0,17.388,4.5,71.1,31.388,27.648,Majority white
131350502242,0.907,11.604,8.717,1.677,74.712,39.75,44.943,Majority white
131350506331,6.814,5.587,12.619,8.068,61.625,38.352,68.702,Majority white
131350506121,0.478,0,8.004,3.01,81.044,22.334,43.408,Majority white
131350501192,0.562,0,17.791,2.932,75.178,41.824,38.956,Majority white
131350506321,0,0,15.231,2.33,82.249,35.533,37.242,Majority white
131350506161,2.565,0.021,12.763,3.343,75.549,22.564,34.312,Majority white
131350503231,1.218,0.218,11.619,4.482,77.501,51.86,27.818,Majority white
131350506173,4.887,0.3,9.144,10.793,73.122,24.287,46.379,Majority white
131350501162,0,0,14.158,1.953,83.571,34.085,38.703,Majority white
131350501172,1.1,0,11.67,2.696,83.57,37.927,19.763,Majority white
131350506312,0,0,22.422,4.07,72.622,42.607,23.48,Majority white
131350502322,1.293,0,16.442,1.774,78.515,42.265,68.67,Majority white
131350505301,0,0,4.13,1.514,94.585,29.05,53.783,Majority white
131350505661,0.601,1.974,13.476,3.863,77.853,36.757,48.376,Majority white
131350506301,3.565,0.626,21.35,3.232,67.241,41.461,45.781,Majority white
131350507561,0.518,0,1.244,2.074,95.071,24.848,51.632,Majority white
131350507322,0.284,2.43,13.859,5.662,67.639,33.894,70,Majority white
131350507382,5.156,0,17.995,4.189,65.907,37.518,60.846,Majority white
131350501122,1.376,1.732,18.926,5.757,70.84,36.97,44.391,Majority white
131350506314,0,0,15.441,2.33,75.904,28.028,18.798,Majority white
131350503243,0,0,1.233,0.529,97.97,24.747,57.397,Majority white
131350501102,1.165,0.32,13.107,4.795,69.076,38.903,11.268,Majority white
131350507351,3.352,6.643,4.097,5.525,76.112,23.456,60.353,Majority white
131350504272,0,0,5.475,2.542,87.405,38.678,30.291,Majority white
131350505812,0.913,0,1.712,6.162,91.343,26.378,45.179,Majority white
131350507331,0.056,0,8.696,4.292,86.514,27.643,79.213,Majority Minority
131350507384,0,0,6.669,4.202,86.875,34.074,92.208,Majority Minority
131350504581,0.203,0,5.534,5.636,87.533,39.445,37.333,Majority white
131350507503,0.431,0,10.518,3.252,84.909,31.658,78.007,Majority Minority
131350507341,0,0,6.484,6.89,84.472,18.649,54.771,Majority white
131350507343,0,0,17.147,3.821,78.829,33.408,84.785,Majority Minority
131350507392,0.374,0,14,5.035,74.342,29.601,70.212,Majority Minority
131350507502,0,0,2.972,3.356,92.337,24.238,79.274,Majority Minority
131350507491,0.34,0,5.718,3.948,89.305,33.867,60.541,Majority white
131350507222,0.256,0,3.962,1.598,91.643,17.475,82.995,Majority Minority
131350507361,1.646,0,4.905,5.809,80.069,24.248,65.58,Majority white
131350504662,0.073,0,4.428,2.976,91.892,41.252,41.566,Majority white
131350506192,2.001,0.295,14.236,5.642,73.641,27.226,25.667,Majority white
131350504304,0.071,0,0.565,1.484,97.638,24.264,41.66,Majority white
131350504573,0.082,0,8.484,5.492,81.848,37.893,27.809,Majority white
131350507193,0,0,6.294,3.945,89.843,29.455,71.091,Majority Minority
131350507533,0,0,3.639,2.574,89.56,18.66,56.992,Majority white
131350504642,0.093,0,1.028,0.561,97.477,23.323,79.39,Majority Minority
131350504641,1.048,0,6.232,5.125,85.556,26.784,74.282,Majority Minority
131350504254,0.298,0,6.016,3.679,85.808,37.756,43.008,Majority white
131350504601,0.114,0,2.848,1.367,94.797,22.092,65.444,Majority white
131350507651,0.039,0,12.439,5.252,78.701,45.737,22.783,Majority white
131350507632,0.296,0,6.094,3.136,89.929,29.424,49.629,Majority white
131350507601,0.079,0,11.979,2.798,80.818,41.287,50.607,Majority white
131350504492,0,0,4.573,2.477,93.275,23.66,66.067,Majority white
131350504501,0.073,0.366,3.657,6.656,88.874,47.44,58.328,Majority white
131350504411,0,0,3.325,0.907,95.22,24.922,72.95,Majority Minority
131350507612,0.763,5.992,8.511,5.038,79.846,43.782,29.815,Majority white
131350505681,0,0,6.559,2.337,90.842,35.926,51.988,Majority white
131350503291,0.066,0,1.592,0.597,96.744,17.916,74.427,Majority Minority
131350504381,0,2.13,0.426,0,96.906,10.081,61.29,Majority white
131350504413,0,0.89,1.538,0.081,95.99,32.347,62.66,Majority white
131350505263,0,0,0.489,0.367,98.694,23.44,62.779,Majority white
131350505893,0.094,0,0.094,1.131,98.416,15.596,75.535,Majority Minority
131350507413,0,0,9.549,4.679,83.06,33.79,30.621,Majority white
131350503333,0.107,0,3.963,0.428,92.538,30.049,69.076,Majority white
131350506332,1.681,1.52,8.924,4.785,80.7,26.537,56.022,Majority white
131350501182,4.116,0.525,8.495,3.415,81.795,37.015,26.512,Majority white
131350506362,0,0,5.372,5.188,88.875,23.589,29.283,Majority white
131350501161,2.36,0.883,32.821,3.481,54.606,45.108,48.58,Majority white
131350501163,1.91,0,31.718,3.138,58.524,42.305,38.339,Majority white
131350501181,0,0,8.916,0.991,88.667,39.495,42.46,Majority white
131350502412,2.058,0.794,14.262,3.195,78.66,38.298,26.972,Majority white
131350501111,0.627,0,22.761,0.685,75.755,30.411,38.161,Majority white
131350505913,0,0,1.676,0.894,96.991,27.575,54.964,Majority white
131350505563,0.988,0,1.581,1.976,95.621,25.771,67.818,Majority white
131350502351,0.931,3.089,11.834,3.93,74.913,40.362,62.386,Majority white
131350504591,1.818,1.535,6.018,1.01,88.817,37.486,65.321,Majority white
131350505293,3.126,0,4.874,5.404,85.901,28.086,57.043,Majority white
131350505792,0.085,0,13.903,1.45,71.646,19.778,40.847,Majority white
131350503261,0,0,4.926,3.043,91.356,31.136,65.109,Majority white
131350505843,0,0,6.256,0,92.148,34.09,35.547,Majority white
131350501213,1.586,0.038,21.106,3.7,72.53,35.063,29.239,Majority white
131350507254,0.147,0,14.158,2.934,82.601,25.545,74.942,Majority Minority
131350506211,0.038,0,6.444,2.57,89.943,28.975,30.082,Majority white
131350502421,0.375,0.05,9.388,2.097,85.39,36.464,45.045,Majority white
131350504643,0.98,0.302,14.78,2.865,79.555,49.844,67.505,Majority white
131350504621,0,0,5.13,5.959,87.362,35.943,49.042,Majority white
131350507631,0.231,0,7.64,4.281,85.223,34.61,61.323,Majority white
131350504592,0.617,0.555,3.24,5.368,89.318,24.85,54.461,Majority white
131350504442,0,0,6.445,3.996,89.2,37.647,65.739,Majority white
131350503252,0.061,0,6.941,0.852,91.51,20.498,56.566,Majority white
131350504351,0.11,4.95,3.117,2.567,87.667,29.723,61.472,Majority white
131350507571,0,0,3.039,3.727,93.223,30.686,43.064,Majority white
131350504383,0,0,5.075,0.221,93.887,38.773,71.748,Majority Minority
131350505682,0.837,2.114,4.713,3.171,85.486,28.016,71.013,Majority Minority
131350505901,0.101,0,11.966,2.89,84.678,24.35,52.82,Majority white
131350503352,0,0,2.071,1.434,95.6,24.608,30.051,Majority white
131350504391,0.13,1.783,0.292,0.81,96.611,13.699,71.468,Majority Minority
131350506361,0,0,17.275,3.038,75.246,39.853,46.266,Majority white
131350506172,1.902,0.341,25.023,2.341,65.654,32.583,20.771,Majority white
131350501171,0.143,0,13.153,3.396,80.878,26.014,34.344,Majority white
131350501193,0.926,0,13.619,3.262,81.758,23.457,40.799,Majority white
131350505762,0,0,1.187,0.792,97.107,29.173,65.165,Majority white
131350503152,0.093,0,3.362,3.082,90.206,23.708,22.683,Majority white
131350506133,0,0,4.363,3.578,89.962,16.288,49.654,Majority white
131350503343,0,0,0,0.543,96.926,17.776,50.875,Majority white
131350505532,0,0,3.639,0.97,95.952,28.709,54.105,Majority white
131350506302,0,0,12.464,1.404,81.165,28.128,43.012,Majority white
131350501152,0.416,0,20.998,4.269,72.228,39.984,28.335,Majority white
131350506162,1.375,0.039,13.314,3.653,75.724,31.656,26.279,Majority white
131350501211,3.504,0.844,7.008,2.92,84.683,35.135,29.13,Majority white
131350505653,0.082,0.408,9.457,2.364,80.707,37.183,38.756,Majority white
131350507363,2.66,0.915,11.432,3.45,73.869,14.037,69.118,Majority white
131350507293,0,0,2.286,0,98.078,23.418,72.737,Majority Minority
131350506341,0.051,0,11.148,4.213,78.243,23.164,48.539,Majority white
131350502232,0.09,0.179,6.547,0.09,93.633,25.401,52.696,Majority white
131350504372,2.116,1.205,0.847,1.595,93.507,11.732,74.189,Majority Minority
131350503251,0,0,2.056,0.286,97.815,17.993,67.326,Majority white
131350504163,0,0,7.309,5.047,87.792,40.827,68.326,Majority white
131350507412,0,0,11.054,2.603,83.361,31.75,55.576,Majority white
131350504472,0,0,2.247,1.797,95.703,31.514,66.226,Majority white
131350507461,0.11,0,0.11,1.866,97.374,20.797,66.009,Majority white
131350505863,0.471,0,13.814,5.516,79.677,33.757,62.978,Majority white
131350504582,0,0,4.138,6.766,89.136,48.103,37.325,Majority white
131350507252,0,0,4.02,2.266,92.449,19.196,64.17,Majority white
131350504542,0,0,2.574,2.883,94.222,31.819,66.76,Majority white
131350504432,0,0,2.687,0.62,96.428,40.595,60.726,Majority white
131350505782,0.293,0,8.972,2.873,87.841,28.59,41.381,Majority white
131350504421,0.113,2.268,4.876,2.778,89.53,40.232,56.547,Majority white
131350505591,0,0,6.317,3.998,89.553,39.082,59.789,Majority white
131350505861,0,0,5.103,0.131,94.214,24.484,69.558,Majority white
131350507423,0,0,14.938,3.915,75.718,29.334,48.994,Majority white
131350503302,0,0,2.053,1.76,96.062,28.859,64.987,Majority white
131350503271,0,0,0,0,100.378,18.473,69.155,Majority white
131350504483,0,0,1.09,0,98.922,42.149,70.625,Majority Minority
131350504571,0,0,3.565,4.792,85.436,38.673,59.292,Majority white
131350507441,0,0,7.569,3.195,88.271,25.557,62.777,Majority white
131350505214,0,0,6.807,4.296,88.989,37.468,51.021,Majority white
131350507623,6.272,0,2.744,1.411,88.128,24.288,38.842,Majority white
131350505911,0,0,10.008,0.958,88.899,37.287,25.612,Majority white
132419702023,20.396,0.252,71.236,0.649,4.938,81.574,1.196,Majority white
132419701022,1.485,5.89,26.407,0.865,27.047,24.133,8.351,Majority white
132419703042,16.511,0.107,55.539,0.77,19.606,76.383,0.581,Majority white
